id,name,ibu,ibu_category,srm,srm_category,abv,abv_category,ebc,description,image_url,ingredients,ph,food_pairing,tagline,brewers_tips
273,Prototype Double IPA,60.0,High,8.0,Pale Amber,8.5,Low,15.0,Our Prototype Challenge sees us pit three new trial beers against each other. This Double IPA is packed with a blend of our favourite American hops and has a huge dry- hop aroma.,,"{'malt': [{'name': 'Pale Ale', 'amount': {'value': 4.92, 'unit': 'kilograms'}}, {'name': 'Maris Otter', 'amount': {'value': 0.72, 'unit': 'kilograms'}}], 'hops': [{'name': 'Simcoe', 'amount': {'value': 40, 'unit': 'grams'}, 'add': '70', 'attribute': 'Bittering'}, {'name': 'Simcoe', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '10', 'attribute': 'Flavour'}, {'name': 'Mosaic', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Citra', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Simcoe', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Amarillo', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Citra', 'amount': {'value': 66, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Mosaic', 'amount': {'value': 66, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Simcoe', 'amount': {'value': 66, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}",4.2,"['Hot Wings And Blue Cheese Dip', 'Black Pudding Burger', 'Sticky Toffee Pudding And Salted Caramel Ice Cream']",American Hop Overload.,"The hopping rate should leave a light residual haze in your beer after maturation. Donâ€™t worry, this comes from the hop compounds, haze is taste."
274,Prototype Black Rye IPA,70.0,High,69.0,Black,6.5,Low,135.0,"Our Prototype Challenge sees us pit three new trial beers against each other. This Black Rye IPA combines two spins on an American IPA, in the left-right jab combo of extra ingredients.",,"{'malt': [{'name': 'Pale Ale', 'amount': {'value': 4.08, 'unit': 'kilograms'}}, {'name': 'Rye', 'amount': {'value': 0.36, 'unit': 'kilograms'}}, {'name': 'Light Crystal', 'amount': {'value': 0.18, 'unit': 'kilograms'}}, {'name': 'Chocolate Wheat', 'amount': {'value': 0.24, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 3', 'amount': {'value': 0.18, 'unit': 'kilograms'}}], 'hops': [{'name': 'Simcoe', 'amount': {'value': 24, 'unit': 'grams'}, 'add': '90', 'attribute': 'Bittering'}, {'name': 'Chinook', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '30', 'attribute': 'Flavour'}, {'name': 'Centennial', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Simcoe', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Citra', 'amount': {'value': 150, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Chinook', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}",4.5,"['Guacamole And Chips', 'Coriander Chicken Tostadas', 'Key Lime Pie']",Complex Dark Ale,"If you want the colour but less of the flavour of the dark malts, try substituting the Carafa Special III for a dehusked version of Carafa."
275,Sidewalk Shark,22.0,Low,4.0,Pale Gold,5.2,Low,7.0,"A citrus-infused gose - a traditional German sour wheat beer brewed with salt, in this case with the addition of kaffir lime leaf and lemon peel.",https://images.punkapi.com/v2/keg.png,"{'malt': [{'name': 'Pilsner', 'amount': {'value': 3.627, 'unit': 'kilograms'}}, {'name': 'Torrified Wheat', 'amount': {'value': 0.5670000000000001, 'unit': 'kilograms'}}, {'name': 'Acidulated Malt', 'amount': {'value': 0.28300000000000003, 'unit': 'kilograms'}}, {'name': 'Rye', 'amount': {'value': 0.136, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.136, 'unit': 'kilograms'}}], 'hops': [{'name': 'Magnum', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '60', 'attribute': 'Bittering'}, {'name': 'Mosaic', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Amarillo', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Lemon Peel', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Coriander Seeds', 'amount': {'value': 1, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}",3.8,"['Grilled Halibut', 'Pickled Herrings', 'Moules Frites']",Citrus-Infused German Sour.,"Play around with the citrus flavour by using differing amounts of lemon peel, orange peel, grapefruit peel, lime peel or kaffir lime leaves."
276,Nine To Five Wizard,35.0,Undefined,10.0,Medium Amber,7.5,Low,20.0,"A classic German weissbeir with aromas of banana and clove, layered with New World hop aromas of orange.",,"{'malt': [{'name': 'Pale Ale', 'amount': {'value': 3.6, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 2.34, 'unit': 'kilograms'}}, {'name': 'Double Roasted Crystal', 'amount': {'value': 0.12, 'unit': 'kilograms'}}], 'hops': [{'name': 'Magnum', 'amount': {'value': 8, 'unit': 'grams'}, 'add': '70', 'attribute': 'Bittering'}, {'name': 'Cascade', 'amount': {'value': 2, 'unit': 'grams'}, 'add': '10', 'attribute': 'Flavour'}, {'name': 'Mandarina Bavaria', 'amount': {'value': 2, 'unit': 'grams'}, 'add': '10', 'attribute': 'Flavour'}, {'name': 'Ariana', 'amount': {'value': 2, 'unit': 'grams'}, 'add': '10', 'attribute': 'Flavour'}, {'name': 'Cascade', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Mandarina Bavaria', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Ariana', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}], 'yeast': 'Wyeast 3638 - Bavarian Wheatâ„¢'}",4.3,"['Grilled Portobello Mushroom Burger', 'Citrus Salad With Balsamic Dressing', 'Ginger And Orange Cookies']",India Pale Weizen.,"If you want more phenolic (Banana & Spice) flavours, ferment at a higher temperature. If you want more fruit esters, keep the fermentation lower and under control."
277,Prototype Blonde Ale,15.0,Low,6.0,Deep Gold,4.5,Low,12.0,"This Blonde Ale is a new recipe and uses a new yeast - so it is a true Prototype. Originally lined up as part of the 2017 Prototype Challenge it was released shortly afterwards. but hey, these things happen.",,"{'malt': [{'name': 'Pale Ale', 'amount': {'value': 3.3, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 0.30000000000000004, 'unit': 'kilograms'}}, {'name': 'Carapils', 'amount': {'value': 0.24, 'unit': 'kilograms'}}], 'hops': [{'name': 'Perle', 'amount': {'value': 70, 'unit': 'grams'}, 'add': '70', 'attribute': 'Bittering'}, {'name': 'Hallertauer MittelfrÃ¼h', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '15', 'attribute': 'Flavour'}], 'yeast': 'WLP013 - London Ale'}",4.6,"['Salmon Salad', 'Montery Jack Cheese', 'Mandarin Cake']",Mellow Golden Ale.,"This yeast strain produces a marked sulphurous note in the beer. If thatâ€™s not your thing, donâ€™t Burtonise your mash and see the difference!"
278,AB:23,80.0,High,41.0,Black,11.5,Undefined,80.0,"Our Abstrakt series showcases one-off beers, brewed or blended to the peak of our abilities. Each release is unique and never to be repeated.",,"{'malt': [{'name': 'Extra Pale', 'amount': {'value': 9.6, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.48, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.48, 'unit': 'kilograms'}}, {'name': 'Amber', 'amount': {'value': 0.24, 'unit': 'kilograms'}}, {'name': 'Brown', 'amount': {'value': 0.24, 'unit': 'kilograms'}}, {'name': 'Double Roasted Crystal', 'amount': {'value': 0.24, 'unit': 'kilograms'}}], 'hops': [{'name': 'Bramling Cross', 'amount': {'value': 60, 'unit': 'grams'}, 'add': '70', 'attribute': 'Bittering'}, {'name': 'Bramling Cross', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '15', 'attribute': 'Flavour'}, {'name': 'Honey', 'amount': {'value': 400, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'American Oak Chips Medium Toast Soaked in Bourbon', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Wood Ageing', 'attribute': 'Flavour'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}",4.1,"['Stilton and Walnut Welsh Rarebit.', 'Cherry Chocolate Cake With Chocolate Whipped Mousse', 'Simnel Cake']",Bourbon Barrel-Aged Barley Wine.,Never put honey into your beer without pasteurising it. It is full of wild yeasts that are waiting to spoil your hard work.
279,Slot Machine,50.0,High,25.0,Deep Brown,5.2,Low,50.0,"Our Q4 Seasonal is a red rye IPA. This twist on an American IPA involves a more complex malt base, with the careful addition of rye - a grain known for its trickiness when brewing with anything above a tiny percentage.",,"{'malt': [{'name': 'Pale Ale', 'amount': {'value': 3.42, 'unit': 'kilograms'}}, {'name': 'Rye', 'amount': {'value': 0.48, 'unit': 'kilograms'}}, {'name': 'Medium Crystal', 'amount': {'value': 0.18, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 3', 'amount': {'value': 0.12, 'unit': 'kilograms'}}], 'hops': [{'name': 'Magnum', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '70', 'attribute': 'Bittering'}, {'name': 'Amarillo', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '10', 'attribute': 'Flavour'}, {'name': 'Mandarina Bavaria', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Amarillo', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Hallertauer Blanc', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Mandarina Bavaria', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Amarillo', 'amount': {'value': 100, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Hallertauer Blanc', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}",4.3,"['Barbeque and Mustard Beef on Rye Bread', 'Gooseberry and Plum Compote', 'Mature Wensleydale']",Red Rye IPA.,"Rye can cause run off problems. Try to reach a temperature of 78 degrees Celsius if possible, and sparge at the same temperature."
280,Make Earth Great Again,35.0,Undefined,5.0,Deep Gold,7.5,Low,9.0,"In protest against the potential withdrawal of the USA from the Paris agreement, we brewed a saison (which ferments at high temperatures) with melted ice caps (glacier water) and cloudberries (an Arctic berry).",,"{'malt': [{'name': 'Pilsner', 'amount': {'value': 3.7199999999999998, 'unit': 'kilograms'}}, {'name': 'Dextrose', 'amount': {'value': 0.84, 'unit': 'kilograms'}}, {'name': 'White Wheat', 'amount': {'value': 0.48, 'unit': 'kilograms'}}, {'name': 'Torrified Wheat', 'amount': {'value': 0.24, 'unit': 'kilograms'}}], 'hops': [{'name': 'Amarillo', 'amount': {'value': 6, 'unit': 'grams'}, 'add': '70', 'attribute': 'Bitter'}, {'name': 'Amarillo', 'amount': {'value': 4, 'unit': 'grams'}, 'add': '15', 'attribute': 'Flavour'}, {'name': 'Mandarina Bavaria', 'amount': {'value': 6, 'unit': 'grams'}, 'add': '15', 'attribute': 'Flavour'}, {'name': 'Amarillo', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Mandarina Bavaria', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Cloudberries', 'amount': {'value': 100, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}], 'yeast': 'Wyeast 3711 - French Saisonâ„¢'}",4.6,"['Oysters With a Chilli And Dill Sauce', 'Raspberry Souffle']",Cloudberry Saison.,So your homebrew shop of choice may not stock all the ingredients here! You can buy cloudberry jam and add that instead. The pectin in the jam is not ideal and will form a haze but that can be forgiven in a saison.
281,Homicidal Puppet Help Desk,132.0,High,23.0,Ruby Brown,11.5,Undefined,45.0,"Indulgent, complex, and endlessly rewarding; packed with flavours of toffee, coconut, red berry, burnt sugar, marzipan, orange, cherry - American oak adds structure and depth to this chewy and warming barley wine brewed with rye and aged in rye whiskey cask.",,"{'malt': [{'name': 'Pale Ale', 'amount': {'value': 8.16, 'unit': 'kilograms'}}, {'name': 'Rye', 'amount': {'value': 1.44, 'unit': 'kilograms'}}, {'name': 'Brown', 'amount': {'value': 0.12, 'unit': 'kilograms'}}], 'hops': [{'name': 'Magnum', 'amount': {'value': 40, 'unit': 'grams'}, 'add': '70', 'attribute': 'Bittering'}, {'name': 'Galena', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '15', 'attribute': 'Flavour'}, {'name': 'American Oak Chips Heavy Toast Soaked in Bourbon', 'amount': {'value': 100, 'unit': 'grams'}, 'add': 'Wood Ageing', 'attribute': 'Flavour'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}",4.1,"['Stilton and Walnut Welsh Rarebit.', 'Cherry Chocolate Cake With Chocolate Whipped Mousse', 'Simnel Cake']",Barrel-Aged Rye Barley Wine.,"Be careful with brown malt. If you put too much in, it can very easily turn a fantastic tasting beer into a beer that tastes like someone has poured a pint into an ash tray, swirled it around and put it back into your pint."
282,Pina Colada Sidewalk,10.0,Low,7.0,Pale Amber,5.2,Low,15.0,"After the success of the first version of Sidewalk Shark (a BrewDog bar exclusive), we decided to brew a second version, this time infused with tropical flavours of pineapple, coconut and lime.",https://images.punkapi.com/v2/keg.png,"{'malt': [{'name': 'Pilsner', 'amount': {'value': 3.627, 'unit': 'kilograms'}}, {'name': 'Torrified Wheat', 'amount': {'value': 0.5670000000000001, 'unit': 'kilograms'}}, {'name': 'Acidulated Malt', 'amount': {'value': 0.28700000000000003, 'unit': 'kilograms'}}, {'name': 'Rye', 'amount': {'value': 0.136, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.28700000000000003, 'unit': 'kilograms'}}], 'hops': [{'name': 'Magnum', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '60', 'attribute': 'Bittering'}, {'name': 'Mosaic', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Amarillo', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Lemon Peel', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Coriander Seed', 'amount': {'value': 0.5, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Coconut Extract', 'amount': {'value': 6, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Flavour'}, {'name': 'Pineapple Juice', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Flavour'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}",3.8,"['White Chocolate and Pistachio Cheesecake', 'Baked Tilapia With Lemon and Cream Sauce', 'Vegan Mac and â€˜Cheeseâ€™']",Pineapple & Coconut Gose.,Be careful with your salt additions. A very light saltiness aids the refreshing character. It should not overpower or drive you to seek another different beer to refresh your palate.
283,AB:24,50.0,High,112.0,Black,11.5,Undefined,220.0,"Our latest concept beer, AB:24 is a huge Baltic Porter, brewed with coffee and muscovado sugar.",,"{'malt': [{'name': 'Pale Ale', 'amount': {'value': 6.48, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 1.44, 'unit': 'kilograms'}}, {'name': 'Double Roasted Crystal', 'amount': {'value': 0.72, 'unit': 'kilograms'}}, {'name': 'Chocolate Wheat', 'amount': {'value': 0.72, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.72, 'unit': 'kilograms'}}, {'name': 'Medium Crystal', 'amount': {'value': 0.48, 'unit': 'kilograms'}}, {'name': 'Oat Husks', 'amount': {'value': 0.048, 'unit': 'kilograms'}}], 'hops': [{'name': 'Magnum', 'amount': {'value': 40, 'unit': 'grams'}, 'add': '70', 'attribute': 'Bitering'}, {'name': 'Galena', 'amount': {'value': 12, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Centennial', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Muscovado Sugar', 'amount': {'value': 900, 'unit': 'grams'}, 'add': 'Kettle', 'attribute': 'Flavour'}, {'name': 'Ground Coffee', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Cold Brew Coffee', 'amount': {'value': 160, 'unit': 'ml'}, 'add': 'FV Addition', 'attribute': 'Flavour'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}",4.4,"['Sâ€™mores with smoked marshmallows', 'Braised rabbit stew', 'Espresso brownies with burnt sugar ice cream']",Coffee & Brown Sugar Baltic Porter.,Do not substitute the muscovado sugar with white sugar. It lacks the molasses (black treacle) component that comes from only being partially refined.
284,Hello My Name Is Helga,70.0,High,8.0,Pale Amber,8.2,Low,15.0,"Brewed exclusively for the German market, this Hello My Name brew features a twist of flavour inspired by Germany.",,"{'malt': [{'name': 'Pale Ale', 'amount': {'value': 5.52, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.12, 'unit': 'kilograms'}}], 'hops': [{'name': 'Simcoe', 'amount': {'value': 24, 'unit': 'grams'}, 'add': '90', 'attribute': 'Bittering'}, {'name': 'Chinook', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '30', 'attribute': 'Flavour'}, {'name': 'Simcoe', 'amount': {'value': 30, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Citra', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Chinook', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Centennial', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Simcoe', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}",4.4,"['Roast pork chops', 'Beef in port stew', 'Cherry frangipane tart']",Cherry Double IPA.,"Morello Cherries are the go to cherry variety for this beer (and Krieks), the sour compliments the residual sweetness of the malt. Works well if you reduce your IBU to the 20 to 30 range too."
285,Hello My Name Is Sari,70.0,High,8.0,Pale Amber,8.2,Low,15.0,"Brewed exclusively for the Finnish market, this Hello My Name brew features a twist of flavour inspired by Finland.",,"{'malt': [{'name': 'Pale Ale', 'amount': {'value': 5.52, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.12, 'unit': 'kilograms'}}], 'hops': [{'name': 'Simcoe', 'amount': {'value': 24, 'unit': 'grams'}, 'add': '90', 'attribute': 'Bittering'}, {'name': 'Chinook', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '30', 'attribute': 'Flavour'}, {'name': 'Simcoe', 'amount': {'value': 30, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Blueberry Juice', 'amount': {'value': 800, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Citra', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Chinook', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Simcoe', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Centennial', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}",4.4,"['Steamed cod with ginger and spring onions', 'Blueberry muffins', 'Apple and blueberry pie']",Bilberry Double IPA.,"Instead of adding the blueberry juice in the kettle. Add fresh blueberries to your secondary fermenter, pitch The Yeast Bay's Melange Sour Blend and wait for 1 year."
286,Hello My Name Is Aune,70.0,High,8.0,Pale Amber,8.2,Low,15.0,"Brewed exclusively for the Norwegian market, this Hello My Name brew features a twist of flavour inspired by Norway.",,"{'malt': [{'name': 'Pale Ale', 'amount': {'value': 5.52, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.12, 'unit': 'kilograms'}}], 'hops': [{'name': 'Simcoe', 'amount': {'value': 24, 'unit': 'grams'}, 'add': '90', 'attribute': 'Bittering'}, {'name': 'Chinook', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '30', 'attribute': 'Flavour'}, {'name': 'Simcoe', 'amount': {'value': 30, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Fresh Strawberries', 'amount': {'value': 2000, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Citra', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Chinook', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Simcoe', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Centennial', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}",4.4,"['Spinach and feta salad', 'Balsamic-glazed salmon', 'Basil granita']",Stawberry Double IPA.,"Strawberry is a very delicate flavour, so donâ€™t shy away with putting a lot more in when you dry hop."
