id,name,ibu,ibu_category,ibu_category_nbr,srm,srm_category,srm_category_nbr,abv,abv_category,abv_category_nbr,ebc,attenuation_level,attenuation_category,attenuation_category_nbr,description,image_url,ph,tagline,brewers_tips,outcome,malts_name,amount.unit_x,hops_name,hops_add,hops_attribute,amount.unit_y,food_pairing
202,Dog C,90.0,IBU High,3,50.0,Black,12,15.0,ABV Medium,2,100.0,98.0,Atten High,3,"Our anniversary stout was based on AB:04, one of our most sought after beers ever. This beer is slightly different each year, with subtle variations coming into play purely down to environmental and fermentation factors. What doesn't change is the rich dark chocolate, bitter coffee and chilli warmth of this monumental stout.",https://images.punkapi.com/v2/202.png,4.4,"Cacao, Coffee Chili Anniversary Stout.","Be really careful when mashing, as this amount of malts can get tough to sparge! Add honey into the boil, and naga chilli and vanilla in maturation (soak them in some neutral spirit to sanitise).",IBU High Black ABV Medium Atten High,"Extra Pale,Wheat,Flaked Oats,Dark Crystal,Carafa Special Malt Type 1,Carafa Special Malt Type 3,Rye,Honey","kilograms,kilograms,kilograms,kilograms,kilograms,kilograms,kilograms,kilograms","Chinook,Cascade,Fuggles,Coffee,Fuggles,Coffee","start,start,middle,middle,end,end","bitter,bitter,flavour,flavour,flavour,flavour","grams,grams,grams,grams,grams,grams","Blackened cajun beef,Blue cheese,Flourless chocolate cheesecake"
203,Bitch Please (w/ 3 Floyds),50.0,IBU High,3,19.0,Amber Brown,7,11.5,ABV Medium,2,38.0,85.0,Atten High,3,"This limited edition American Barley Wine was brewed in collaboration with 3 Floyds Brewery. This beer had all the warm, boozy and smoky aspects of an Islay Scotch whisky with the sweet malt and devastatingly bitter attributes of a barley wine. Peat smoke features prominently, backed up with a complex fruity hop profile.",https://images.punkapi.com/v2/203.png,4.4,Barley Wine - 3 Floyds Collab.,"To add to the smoky nature of this Barley Wine, source some smoked wood or whisky casks to age the beer in.",IBU High Amber Brown ABV Medium Atten High,"Extra Pale,Pinhead Oats,Carahell,CaraAroma,Roasted Malt,Peated Malt","kilograms,kilograms,kilograms,kilograms,kilograms,kilograms","Green Bullet,Motueka,Pacific Gem,Nelson Sauvin","start,end,end,end","bitter,flavour,flavour,flavour","grams,grams,grams,grams","Stilton Blue featured cheese platter,Dark bitter chocolate torte,Scotch bonnet beef chilli"
204,"Cascade, Centennial & Willamette IPA - B-Sides",65.0,IBU High,3,7.0,Deep Gold,4,6.4,ABV Low,1,14.0,82.0,Atten High,3,"An experiment in balancing hops on the pilot kit. Grapefruit, orange and resin to the fore.",https://images.punkapi.com/v2/keg.png,5.2,Pilot Kit IPA.,Hold off on the dry hops. You want to know how well you balanced the brew house.,IBU High Deep Gold ABV Low Atten High,"Propino Pale Malt,Dextrin Malt,Flaked Oats","kilograms,kilograms,kilograms","Centennial,Cascade,Willamette","start,end,end","bitter,flavour,flavour","grams,grams,grams","Cauliflower pakora with mango chutney,Penne with tomato and smoked cheese,Salted caramel ice cream and peanuts"
205,Shareholder Black IPA 2011,80.0,IBU High,3,36.0,Deep Brown,11,7.1,ABV Low,1,71.0,79.0,Atten Medium,2,"Brewed as part of the shareholder brewday at our Fraserburgh brewery. Massively dry hopped and aged on toasted oak chips, this IPA was a riot of lemon, vanilla and roasted malt.",https://images.punkapi.com/v2/keg.png,4.4,Shareholder Black IPA.,Get as many Equity Punks involved. You can toast the oak chips yourself in an oven.,IBU High Deep Brown ABV Low Atten Medium,"Maris Otter Extra Pale,Caramalt,Crystal 150,Carafa Special Malt Type 1","kilograms,kilograms,kilograms,kilograms","Amarillo,Columbus,Chinook,Columbus,Cascade,Centennial,Centennial,Cascade,Amarillo,Chinook","start,start,end,end,end,end,dry hop,dry hop,dry hop,dry hop","bitter,bitter,flavour,flavour,flavour,flavour,aroma,aroma,aroma,aroma","grams,grams,grams,grams,grams,grams,grams,grams,grams,grams","Classic American cheeseburger,Chilli chocolate bars"
206,Black Jacques,45.0,IBU High,3,7.5,Deep Gold,4,11.1,ABV Medium,2,15.0,94.4,Atten High,3,"A Black Saison, brewed with oats and wheat for a silky mouthfeel, Spicy hops and Carafa Malt for colour, then aged in red wine barrels. On the nose there's cola, chocolate, coffee, mint humbug, warming oak, and spice. The myriad flavours touch on treacle, ripe banana, espresso, brandy, and a clean herbal warmth.",https://images.punkapi.com/v2/206.png,4.4,Red Wine Barrel-Aged Imperial Black Saison.,Addition of the grains of paradise help to accentuate the peppery spiciness of the yeast.,IBU High Deep Gold ABV Medium Atten High,"Extra Pale,Caramalt,Wheat,Flaked Malted Oats,Crystal 150,Carafa Special Malt Type 3","kilograms,kilograms,kilograms,kilograms,kilograms,kilograms","Bravo,Bravo,Mt.Hood,Bravo,Mt.Hood","start,middle,middle,end,end","bitter,flavour,flavour,flavour,flavour","grams,grams,grams,grams,grams","Cured Spanish ham,Steak pasty,Black cherry tart"
207,International Arms Race (w/ Flying Dog),0.0,IBU Low,1,25.0,Ruby Brown,10,7.5,ABV Low,1,50.0,81.1,Atten Medium,2,The International Arms Race was a new type of battle collaboration between hardcore American craft brewery Flying Dog and BrewDog. Both breweries attempted to brew an IPA with absolutely no hops.,https://images.punkapi.com/v2/207.png,4.4,Zero IBU Herbal IPA.,Allow the bay leaves to steep in the boil for extra time to extract some bitterness. The bitterness is really important to bring balance to an otherwise sweet beer.,IBU Low Ruby Brown ABV Low Atten Medium,"Maris Otter Extra Pale,Caramalt,Crystal 150","kilograms,kilograms,kilograms","Bay Leaves,Rosemary,Elderflower","dry hop,dry hop,dry hop","aroma,aroma,aroma","grams,grams,grams","Rosemary and thyme grilled chicken,Light vegetable and herb soup with toasted rye bread,Earl Grey ice cream with a lavender sauce"
208,Sunshine On Rye - B-Sides,130.0,IBU High,3,7.0,Deep Gold,4,7.2,ABV Low,1,14.0,87.0,Atten High,3,"A Pilot Brew ""Sunshine on Rye"" uses loads of spicy malt and coriander to play nice with an inhuman amount of hops!",https://images.punkapi.com/v2/keg.png,5.2,Hoppy Rye IPA.,Indian coriander accentuates the citrus character from the hops. Use fresh spices to really accentuate this relationship.,IBU High Deep Gold ABV Low Atten High,"Extra Pale,Rye,Caramalt","kilograms,kilograms,kilograms","Amarillo,Citra,Simcoe,Amarillo,Citra,Simcoe,Amarillo,Citra,Simcoe,Nelson Sauvin","start,start,start,middle,middle,middle,end,end,end,end","bitter,bitter,bitter,flavour,flavour,flavour,aroma,flavour,aroma,aroma","grams,grams,grams,grams,grams,grams,grams,grams,grams,grams","Jerk spiced goat,Tonkotsu Ramen,Gingerbread"
209,Stereo Wolf Stout - Prototype Challenge,55.0,IBU High,3,100.0,Black,12,5.2,ABV Low,1,200.0,73.1,Atten Medium,2,"Roasty, dark and complex, Stereo Wolf is a 5.2% ABV Stout brewed with a cacophony of hop-driven fruit and spice. Dark chocolate stalks alongside the resonating bitterness, through to Stereo Wolfâ€™s lingering dry finish. Balancing roasty malt and new world hops at 5.2% ABV is no mean feat, but Stereo Wolf takes it in its stride.",https://images.punkapi.com/v2/209.png,5.2,Dark Audio Storm.,"Special W is a specialty malt that creates an intense profile of nuts, raisins and caramel. It provides a focal point for the malt base, that the hops can stack against.",IBU High Black ABV Low Atten Medium,"Extra Pale,Flaked Oats,Special W,Roasted Barley,Carafa Special Malt Type 1,Wheat","kilograms,kilograms,kilograms,kilograms,kilograms,kilograms","Galena,Bramling Cross,Willamette,Centennial,Centennial,Willamette","start,middle,end,end,dry hop,dry hop","bitter,flavour,flavour,flavour,aroma,aroma","grams,grams,grams,grams,grams,grams","Mississippi style pork ribs,Chunky mild spice beef stew,Chocolate chunky cookies"
210,Dead Metaphor,30.0,IBU Medium,2,43.0,Black,12,6.8,ABV Low,1,86.0,76.5,Atten Medium,2,"Scottish chocolate breakfast Stout - brewed with Brazilian SertaÌƒo coffee, Venezuelan cacao and (for the Scottish element) oatmeal. Smooth, chocolately and rich, with a honeycomb mouthfeel and a rich red berry coffee character. Brewed with our beer blogger friends from The Beer Cast and Hopzine.",https://images.punkapi.com/v2/210.png,4.4,Scottish Breakfast Stout.,Steep the cocoa nibs and chocolate in the hot wort for a short period for the best extraction of flavour compounds.,IBU Medium Black ABV Low Atten Medium,"Extra Pale,Wheat,Dark Crystal,Brown,Black Malt,Carafa Special Malt Type 1,Flaked Oats,Crystal 150","kilograms,kilograms,kilograms,kilograms,kilograms,kilograms,kilograms,kilograms",Magnum,start,bitter,grams,"Brisket burnt ends,Candied bacon French toast,Coco Pops (add stout to cereal)"
211,Black Dog,60.0,IBU High,3,115.0,Black,12,5.5,ABV Low,1,230.0,67.7,Atten Low,1,"We thought it would be great if Jeremy Moynier from Stone Brewing Co. brewed his own beer while he was here, with Jeremy deciding everything right down to the name! The result is a special 20HL batch of BlackDog, a 5.5% dark wheat stout with Columbus, Simcoe and Chinook and of course plenty of dry hopping action.",https://images.punkapi.com/v2/keg.png,4.4,Hoppy Black Wheat Stout.,"By soaking some oak chips in bourbon, then steeping in the beer, you not only get an authentic bourbon taste - the beer will also gain ABV! Add salt to taste but beware - too much will totally ruin the balance of the beer.",IBU High Black ABV Low Atten Low,"Extra Pale - Spring Blend,Caramalt,Crystal 150,Chocolate,Roasted Barley,Wheat Malt","kilograms,kilograms,kilograms,kilograms,kilograms,kilograms","Columbus,Columbus,Simcoe,Chinook,Columbus,Simcoe,Chinook,Columbus,Simcoe,Chinook","start,middle,middle,middle,end,end,end,dry hop,dry hop,dry hop","bitter,flavour,flavour,flavour,flavour,flavour,flavour,aroma,aroma,aroma","grams,grams,grams,grams,grams,grams,grams,grams,grams,grams","Spicy chicken and chilli verde sauce enchiladas,Smoked chorizo and strong cheese board"
212,Hop Fiction - Prototype Challenge,40.0,IBU High,3,6.5,Deep Gold,4,5.2,ABV Low,1,13.0,79.2,Atten Medium,2,"Hop Fiction is an explosively tropical US-style Pale Ale. We rolled up our hop-dusted sleeves and put some advanced brewing techniques to work on this seasonal brew. Hop Fictionâ€™s incredible aromas and flavours are down to a combination of early and late hops. Bags of soft, rounded citrus and stone fruit layer up on a dry light biscuit backbone. Hop Fiction, beer fact.",https://images.punkapi.com/v2/212.png,4.4,US-Style Pale Ale.,Don't be scared by the amount of hops. Seriously this beer can handle them.,IBU High Deep Gold ABV Low Atten Medium,Pale Ale,kilograms,"Chinook,Amarillo,Chinook,Mosaic,Amarillo,Chinook,Mosaic","start,end,end,dry hop,dry hop,dry hop,dry hop","bitter,flavour,flavour,aroma,aroma,aroma,aroma","grams,grams,grams,grams,grams,grams,grams","Jalapeño and cream cheese poppers,Asparagus pesto pasta,Bacon and maple syrup cupcakes"
213,El Dorado - IPA Is Dead,70.0,IBU High,3,15.0,Deep Amber,8,6.7,ABV Low,1,30.0,77.3,Atten Medium,2,"The Pacific North West of America grows remarkable hops and El Dorado is a killer example of this. A new hop on the block, loaded with tropical fruits, pear, watermelon, candy floss and stone fruit.",https://images.punkapi.com/v2/213.png,4.4,Single Hop India Pale Ale.,"El Dorado works well on its own but pairs up brilliantly with a higher alpha hop for bittering, saving your El Dorado for aroma and flavour.",IBU High Deep Amber ABV Low Atten Medium,"Extra Pale,Caramalt,Dark Crystal,Munich","kilograms,kilograms,kilograms,kilograms","El Dorado,El Dorado,El Dorado,El Dorado","start,middle,end,dry hop","bitter,flavour,flavour,aroma","grams,grams,grams,grams","Watermelon and feta salad with balsamic reduction,Grilled chicken with a chilli soy sauce marinade,Crème brûlée with apricot coulis"
214,Cult Lager,50.0,IBU High,3,8.0,Pale Amber,5,5.4,ABV Low,1,19.0,83.7,Atten High,3,"A lager that actually tastes of something? You have to be kidding, right? Cult lager is made with 100% malt and whole leaf hops. Maybe we are crazy, so what? Taste our lager and we are pretty sure that you will agree that the fine line between insanity and genius has just become a little more blurred.",https://images.punkapi.com/v2/214.png,4.1,US & New Zeland Hopped Lager,"When the fermentation is nearly complete, allow the temperature of the beer to rise. This will scrub some of the undesirable flavours out.",IBU High Pale Amber ABV Low Atten High,Lager Malt,kilograms,"Saaz,Cascade,Cascade,Chinook,Motueka","start,start,end,end,end","bitter,bitter,flavour,flavour,flavour","grams,grams,grams,grams,grams","Arrabiata pasta with grilled prawns,Mexican spiced chicken with hot sauce,Orange marmalade thumb print cookie"
215,Brixton Porter,50.0,IBU High,3,100.0,Black,12,5.0,ABV Low,1,200.0,73.6,Atten Medium,2,"Brixton Porter delivers bold chocolate and coffee flavours with light smokiness and hints of autumn fruit all but built on a low ABV, lighter bodied backbone. Complex and intriguing, with spicy bitterness, but very sessionable.",https://images.punkapi.com/v2/215.png,4.4,Paradigm-Changing Porter.,"After the primary fermentation has finished, leave the beer in contact with the yeast for around 48 hours. Any longer and there is a risk that it will start to impart yeasty, bready flavours to the beer.",IBU High Black ABV Low Atten Medium,"Extra Pale,Dark Crystal,Roasted Barley,Black Malt,Amber,Flaked Oats","kilograms,kilograms,kilograms,kilograms,kilograms,kilograms","Bravo,Bramling Cross,Challenger","start,middle,middle","bitter,flavour,flavour","grams,grams,grams","Grilled rib-eye steak,Baked curry chickpea snacks,Chocolate and walnut brownie"
216,Barrel Aged Hinterland,85.0,IBU High,3,200.0,Black,12,9.0,ABV Medium,2,400.0,73.4,Atten Medium,2,"Hinterland is a beer long in the creation, and even longer in the appreciation. On the aroma, deep reverberating roasty bitterness and sweet dark chocolate. Also in evidence, woodsmoke, rich vanilla, mocha and marzipan. When tasting, Hinterland reveals itself as the beer moves from cellar temperature to something warmer, yielding all of the above plus dried fruit, rich ganache and ending on a resoundingly warming  nish redolent of chocolate liqueur or plum brandy. Aged in Bourbon Casks.",https://images.punkapi.com/v2/216.png,4.3,A Most Beguiling Brew. Aged In Bourbon Casks.,Towards the end of the fermentation allow the temperature to free rise. This will let the yeast finish off the fermentation and scour off-flavours from the beer.,IBU High Black ABV Medium Atten Medium,"Pale Ale,Wheat,Flaked Oats,Dark Crystal,Carafa Special Malt Type 1,Chocolate","kilograms,kilograms,kilograms,kilograms,kilograms,kilograms","Bramling Cross,Bramling Cross,Sorachi Ace,Sorachi Ace,Willamette","start,start,middle,end,end","bitter,bitter,flavour,flavour,flavour","grams,grams,grams,grams,grams","Mulled cheddar buffalo burger,Venison with warm spices (cardamom) and sweet potato,Pure vanilla bean ice cream"
217,Barrel Aged Albino Squid Assassin,65.0,IBU High,3,30.0,Ruby Brown,10,9.2,ABV Medium,2,60.0,82.6,Atten High,3,"This tentacled terminator packs a punch - ten punches to be precise. Each hop addition adds to the intense layers of depth in this red rye IPA. Toasty caramel & cinder toffee from crystal malts, cacao richness from intensely roasted malt and the spiciness of rye. Zesty pithiness from Citra and the robust resin of Chinook. This small batch exclusive brew is up-front intensity matched with twisted complexity. Aged in Rye Whisky Casks.",https://images.punkapi.com/v2/217.png,4.2,Red Rye IPA Aged In Rye Whisky Cask.,20% specialty malts in this grist can create problems in the run off. Be careful not to pull the bed down onto the plates.,IBU High Ruby Brown ABV Medium Atten High,"Pale Ale,Crystal 150,Dark Crystal,Carafa Special Malt Type 1,Rye","kilograms,kilograms,kilograms,kilograms,kilograms","Magnum,Chinook,Citra,Chinook,Citra,Chinook,Citra","start,middle,middle,end,end,fv,fv","bitter,flavour,flavour,flavour,flavour,aroma,aroma","grams,grams,grams,grams,grams,grams,grams","Rocket and mozzarella salad with a cracked pepper dressing,Fried halibut with sweet potato fritters,Grapefruit and blood orange tart"
